CruiseTow,CruiseName,Event,Tow,GridLine,GridStation,Date,TimeStart,TimeLocal,LatitudeStart,LongitudeStart,TimeEnd,LatitudeEnd,LongitudeEnd,DurationTow,Heading,SOG,WaterDepth,WindSpeed,WindDirection,NetID,TowType,DepthTarget,DepthMaximum,VolumeFilteredM3,ZAID,RadioNum,RadioVol,SiphonNum,SiphonVol,Hydrozoa_oNum,Hydrozoa_oVol,PeriphylNum,PeriphylVol,Scyphozo_oNum,Scyphozo_oVol,Cnidaria_oNum,Cnidaria_oVol,CtenophNum,CtenophVol,ClioNum,ClioVol,LimacinaNum,LimacinaVol,ClioneNum,ClioneVol,SpongiobNum,SpongiobVol,Gastropo_oNum,Gastropo_oVol,CephalopNum,CephalopVol,TomopterNum,TomopterVol,Polychae_oNum,Polychae_oVol,PseudosaNum,PseudosaVol,Chaetogn_oNum,Chaetogn_oVol,CopepodaNum,CopepodaVol,OstracodNum,OstracodVol,MysidaNum,MysidaVol,GammaridNum,GammaridVol,VibiliaNum,VibiliaVol,CyllopusNum,CyllopusVol,PrimnoNum,PrimnoVol,ThemistoNum,ThemistoVol,HyperielNum,HyperielVol,HyperocheNum,HyperocheVol,Amphipod_oNum,Amphipod_oVol,EsuperbaNum,EsuperbaVol,EcrystalNum,EcrystalVol,EfrigidaNum,EfrigidaVol,EtriacanNum,EtriacanVol,ThysanoeNum,ThysanoeVol,Euphaus_oNum,Euphaus_oVol,DecapodaNum,DecapodaVol,IhleaNum,IhleaVol,SalpaAggNum,SalpaAggVol,SalpaSolNum,SalpaSolVol,SalpidaeNum,SalpidaeVol,PantarctNum,PantarctVol,TeleosteNum,TeleosteVol,otherNum,otherVol
280028,LMG20-01,133,28,500,100,2020-01-12,14:11:00,11:11:00,-65.2411,-66.7818,14:37:00,-65.227,-66.7732,26,7,1.9,422,10.3,30,2,Standard,0-120,120.9,5825.6,Full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172,0.051,26.778,0.858,1.03,0.275,0.343,0.015,0,0,0,0,0,0,0,0,2.232,0.755,0.858,0.017,13.904,0.137,0,0,0,0,0,0,1.717,0.172,3.261,0.378,0,0,4.978,0.275,0,0,0.515,0.034,0,0,3.261,0.515,0,0,0,0,0,0,121.533,3.862,0,0,0,0,0,0,38.794,215.429,1.03,21.457,16.994,0.172,0,0,2.403,-1,0,0
280031,LMG20-01,143,31,500,60,2020-01-12,20:29:00,17:29:00,-65.4878,-66.1812,20:53:00,-65.4801,-66.1552,24,69,2.1,228,11,55,2,Standard,0-120,,4537.8,Full,0,0,1.983,0.044,0,0,0,0,0,0,0,0,0,0,0.22,0.044,13.222,0.617,1.102,0.088,0.441,0.02,0,0,0,0,0,0,0,0,4.407,0.881,3.526,0.066,13.002,0.088,0,0,0,0,0,0,1.543,0.132,1.322,0.088,0,0,0.441,0.022,0,0,1.102,0.022,0,0,26.224,10.137,0.441,0.088,0,0,0,0,68.755,2.755,0,0,0,0,0,0,16.307,67.213,0.22,4.848,0,0,0,0,3.306,0.042,0,0
280034,LMG20-01,149,34,400,40,2020-01-13,05:23:00,02:23:00,-66.2687,-67.3535,05:54:00,-66.2539,-67.3299,31,23,2.1,302,3.7,252,2,Standard,0-120,120.4,4685.5,Full,0.427,0.021,50.368,0.811,1.281,0.171,0,0,0,0,0,0,0,0,0.213,0.085,0.213,0.021,0.213,0.021,0,0,0,0,0,0,0,0,0.213,0.021,2.561,0.747,50.368,0.662,426.421,2.561,0.64,0.021,0,0,0,0,1.494,0.021,1.067,0.128,0.427,0.085,0,0,0,0,2.561,0.149,-1,-1,72.564,21.342,58.905,4.268,0,0,0,0,60.399,-1,0,0,1.921,0.021,0,0,0,0,0,0,0,0,0,0,5.549,0.107,0,0
280038,LMG20-01,163,38,400,100,2020-01-13,16:07:00,13:07:00,-65.8706,-68.3193,16:41:00,-65.8787,-68.2751,34,118,2.3,352,8.7,117,2,Standard,0-120,120.7,8457.3,Full,0,0,10.287,0.225,0.118,0.012,0,0,0,0,0,0,0,0,1.655,0.355,0.591,0.035,0.473,0.035,0.118,0.012,0,0,0,0,0,0,0,0,3.311,0.627,37.246,0.848,608.353,4.239,0,0,0,0,0.473,0.034,0.236,0.012,0,0,0.118,0.012,0.236,0.012,0,0,0.473,0.012,0,0,257.412,36.336,7.686,1.064,0,0,0,0,267.936,14.837,0,0,0.355,0.011,0,0,0,0,0,0,0,0,0,0,2.247,0.047,0,0
280040,LMG20-01,179,40,400,200,2020-01-14,02:26:00,23:26:00,-65.2469,-69.8056,03:01:00,-65.2274,-69.7931,35,0,2.2,2782,9.3,356,2,Standard,0-120,120.9,8250.7,Full,0.606,0.011,0.121,0.024,4.242,0.679,0,0,0,0,0,0,0,0,0.121,0.024,21.332,0.788,0.97,0.121,0.727,0.012,0,0,0,0,0.606,0.667,0,0,3.636,0.667,0.606,0.012,46.905,0.424,0,0,0,0,0,0,1.212,0.073,0.121,0.048,0.242,0.011,5.939,0.327,0,0,0.485,0.011,0,0,6.303,4.484,0.242,0.024,0,0,23.634,4,920.774,23.695,0,0,0,0,0.121,0.048,1.454,4.339,0.121,0.242,0,0,0,0,0.121,0.011,0,0
280042,LMG20-01,187,42,300,160,2020-01-15,07:41:00,04:41:00,-66.1032,-70.7787,08:09:00,-66.1021,-70.7848,28,190,2,506,14,192,2,Standard,0-120,120.9,5977.9,Full,0.167,0.017,0,0,2.677,0.201,0,0,0,0,0,0,0,0,0.502,0.117,2.509,0.084,0.669,0.059,0,0,0,0,0,0,0,0,0,0,3.178,1.087,0,0,46.337,0.201,0,0,0,0,0,0,0.167,0.017,0,0,0.167,0.017,2.007,0.084,0,0,0.335,0.017,0,0,24.089,14.554,2.175,0.293,0,0,0,0,277.019,15.223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.052,0.1,0,0
280044,LMG20-01,199,44,300,100,2020-01-15,23:26:00,20:26:00,-66.5,-69.8474,23:54:00,-66.5128,-69.8717,28,222,2.3,493,16.7,229,2,Standard,0-120,102.9,7107.3,Full,0.422,0.013,0.844,0.014,1.266,0.141,0,0,0,0,0,0,0,0,3.517,0.788,0.563,0.014,0.141,0.028,0,0,0,0,0,0,0,0,0,0,1.97,0.169,1.266,0.056,116.64,1.041,0,0,0,0,0.141,0.028,0,0,0,0,0.141,0.014,0.422,0.028,0,0,0.281,0.013,0,0,74.852,51.904,9.849,1.196,0,0,0,0,159.554,8.808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.94,0.014,0,0
280046,LMG20-01,209,46,300,40,2020-01-16,07:24:00,04:24:00,-66.8848,-68.9058,07:55:00,-66.8997,-68.9371,31,213,2.1,619,20.1,231,2,Standard,0-120,120.4,5558.9,Full,1.979,0.036,0.899,0.018,0.54,0.124,0,0,0,0,0,0,0,0,0.54,0.144,1.079,0.036,0.72,0.036,0.18,0.036,0,0,0.18,0.108,0,0,0,0,4.497,0.845,1.259,0.036,675.318,4.803,0,0,0,0,0.36,0.054,0,0,0,0,0,0,0.18,0.018,0,0,1.439,0.036,0,0,1.439,0.72,6.476,0.989,0,0,0.72,0.234,33.46,1.277,0,0,0.54,0.032,0,0,0,0,0,0,0,0,0,0,5.936,0.036,0,0
280049,LMG20-01,216,49,200,40,2020-01-16,17:57:00,14:57:00,-67.5091,-70.5651,18:29:00,-67.5116,-70.6127,32,262,1.8,778,7.8,239,2,Standard,0-120,120.9,12650.1,Full,0.395,0.007,3.162,0.063,0.553,0.032,0,0,0,0,0,0,0.079,0.012,0.949,0.237,0.711,0.012,0.158,0.008,0,0,0,0,0,0,0,0,0,0,0.711,0.095,43.557,0.745,158.339,1.375,0,0,0,0,0,0,0,0,0.158,0.04,0,0,0,0,0,0,0,0,0,0,10.988,7.557,0.791,0.111,0,0,0,0,51.541,2.577,0,0,0.791,0.015,0,0,0,0,0,0,0,0,0.87,0.016,3.162,0.054,0,0
280054,LMG20-01,231,54,200,0,2020-01-19,12:32:00,09:32:00,-67.7808,-69.9353,13:06:00,-67.7587,-69.9454,34,351,2.3,724,5.5,180,2,Standard,0-120,120.3,9605.4,Full,0,0,0,0,0.208,0.021,0,0,0,0,0,0,0,0,1.458,0.229,2.394,0.042,0.208,0.01,0.104,0.021,0,0,0,0,0,0,0,0,1.562,0.416,21.655,0.468,468.8,2.489,0,0,0,0,0.104,0.021,0.104,0.01,0.521,0.094,0.312,0.021,0,0,0,0,0.104,0.01,0,0,365.108,101.64,4.268,0.416,0,0,0,0,6.455,0.156,0,0,0.833,0.021,0,0,0,0,0,0,0,0,0,0,3.852,-1,0,0
280060,LMG20-01,246,60,200,100,2020-01-20,12:53:00,09:53:00,-67.1113,-71.5068,13:22:00,-67.1178,-71.5435,29,250,2.2,440,12,260,2,Standard,0-120,121.7,6479.1,Full,0.154,0.014,2.932,0.154,0,0,0,0,0,0,0,0,0,0,0.617,0.108,0.154,0.014,0.309,0.031,0.154,0.046,0,0,0,0,0,0,0,0,4.476,1.235,6.637,0.154,118.38,0.468,0,0,0,0,0,0,0.154,0.014,0.617,0.139,0,0,1.389,0.093,0,0,0.463,0.015,0,0,7.408,3.55,0.154,0.015,0,0,0,0,70.843,4.147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.309,0.014,0,0
280062,LMG20-01,255,62,200,200,2020-01-20,23:14:00,20:14:00,-66.4524,-73.018,23:50:00,-66.4341,-73.0481,36,328,1.9,3695,5.5,141,2,Standard,0-120,120.4,9768.8,Full,0,0,0.614,0.005,12.079,0.409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205,0.02,0,0,0,0,0,0,0,0,0,0,0.205,0.01,7.575,0.051,0,0,0,0,0,0,0.205,0.005,0,0,0.717,0.02,82.507,3.89,0,0,0,0,0,0,2.252,2.866,0,0,0,0,0,0,0.819,0.051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280066,LMG20-01,266,66,100,200,2020-01-22,03:16:00,00:16:00,-67.0288,-74.7637,03:52:00,-67.0084,-74.7703,36,342,1.8,3035,12,355,2,Standard,0-120,,8815,Full,0,0,0,0,0.227,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.361,0.545,0.567,0.011,174.136,0.942,0,0,0,0,0,0,0,0,1.021,0.182,0,0,20.647,1.021,0,0,0.227,0.023,0,0,13.273,16.449,0,0,0,0,18.718,4.197,525.584,15.689,0,0,0.113,0.068,0,0,0,0,0,0,0,0,0,0,0.227,0.023,0,0
280068,LMG20-01,271,68,0,200,2020-01-22,13:39:00,10:39:00,-67.5769,-76.5797,,,,,298,2,3125,14.5,310,2,Standard,0-120,120.5,7033,Full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142,0.028,7.251,0.398,1.706,0.227,0.142,0.014,0,0,0,0,0,0,0.142,0.284,0.995,0.1,0.569,0.013,28.864,0.199,0,0,0,0,0,0,0,0,0.142,0.028,0.142,0.013,0.569,0.043,0,0,0,0,0,0,0.711,0.782,0,0,0,0,0.142,0.014,43.509,2.844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142,0.711,0,0
280070,LMG20-01,281,70,0,100,2020-01-22,21:58:00,18:58:00,-68.2823,-75.1361,22:26:00,-68.2722,-75.103,28,47,2,437,10,59,2,Standard,0-120,120.7,6645.7,Full,0.15,0.014,0.15,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0.301,0.015,0.15,0.014,0,0,0,0,0,0,0,0,0,0,1.204,0.196,0.602,0.015,381.298,2.979,0,0,0,0,0.15,0.015,0,0,1.354,0.241,0,0,0.451,0.045,0,0,0,0,0,0,962.273,98.319,1.354,0.211,0,0,0.301,0.03,476.698,17.876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280072,LMG20-01,286,72,100,100,2020-01-23,06:03:00,03:03:00,-67.714,-73.2979,06:34:00,-67.6996,-73.2679,31,38,2.3,467,14.8,58,2,Standard,0-120,120.3,7338.6,Full,0.409,0.012,0,0,0.409,0.095,0,0,0,0,0,0,0,0,0,0,0,0,0.136,0.014,0,0,0,0,0,0,0,0,0,0,10.356,4.292,41.697,1.022,1262.904,7.631,0,0,0,0,0.136,0.055,0,0,1.226,0.245,0,0,14.308,1.09,0,0,0.273,0.014,0,0,2.18,1.295,20.576,2.317,0,0,0,0,43.877,2.998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.04,0.055,0,0
280074,LMG20-01,291,74,100,40,2020-01-24,06:23:00,03:23:00,-68.12,-72.3651,06:47:00,-68.1097,-72.3416,24,38,2,359,16.3,46,2,Standard,0-120,120.6,5267.5,Full,0,0,3.227,0.133,0,0,0,0,0,0,2.468,0.342,0,0,0.19,0.076,2.468,0.038,0.57,0.057,0,0,0.19,0.017,0,0,0.19,0.017,0,0,1.898,1.063,100.807,2.421,290.46,2.324,0,0,0,0,0.19,0.019,6.265,0.114,0.759,0.076,0.19,0.017,0.19,0.017,0,0,0.949,0.057,0,0,187.945,75.539,1.709,0.152,0,0,0,0,34.362,2.658,0,0,5.126,0.114,32.653,6.834,0,0,0,0,0,0,0,0,5.316,0.057,0,0
280078,LMG20-01,300,78,0,40,2020-01-24,16:59:00,13:59:00,-68.6971,-74.2142,17:30:00,-68.6898,-74.1656,31,43,2,542,29.1,67,2,Standard,0-120,123.2,8139.6,Full,0,0,4.054,0.098,1.106,0.098,0,0,0,0,0,0,0,0,0,0,0.246,0.006,1.351,0.049,0,0,0.491,0.012,0,0,0,0,0,0,0.86,0.147,37.594,0.453,196.2,1.23,0,0,0,0,0,0,0,0,0.491,0.061,0,0,0,0,0,0,0.246,0.006,0,0,1.474,1.229,0.491,0.074,0,0,0,0,16.217,1.179,-1,-1,6.757,0.147,0.369,0.037,0,0,0,0,0,0,0.369,0.011,1.843,0.316,0,0
280080,LMG20-01,306,80,-100,20,2020-01-25,01:44:00,22:44:00,-69.3966,-75.8284,02:08:00,-69.3918,-75.7971,24,50,2.1,316,33.5,52,2,Standard,0-120,122.2,2864.6,Full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.349,0.035,0,0,0.349,0.031,0,0,0,0,0,0,0.698,0.175,5.585,0.035,197.235,0.873,0,0,0,0,5.236,1.117,0,0,4.189,0.873,0,0,0,0,0,0,2.444,0.14,0,0,200.726,39.182,473.363,71.828,0,0,0,0,1.047,0.07,0,0,3.142,0.035,0,0,0,0,0,0,0,0,1.047,0.524,0.349,0.031,0,0
280090,LMG20-01,344,90,300,100,2020-01-31,23:36:00,20:36:00,-66.5122,-69.8995,00:02:00,-66.5015,-69.8807,26,32,2.3,505,19,52,2,Standard,0-120,121.1,4923.4,Full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203,0.041,0,0,0.203,0.041,0.203,0.01,0,0,0,0,0,0,0.203,0.01,0.203,0.02,21.53,0.203,125.725,0.853,0,0,0,0,0,0,0.203,0.018,0,0,0.406,0.01,14.827,0.894,0,0,0,0,0,0,1.828,0.508,3.047,0.406,0,0,6.5,1.625,10.765,1.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.219,0.097,0,0
280091,LMG20-01,352,91,580,130,2020-02-02,21:53:00,18:53:00,-64.5096,-66.0831,22:27:00,-64.5301,-66.0659,34,158,1.8,344,13,162,2,Standard,0-120,120.5,8126.2,Full,0,0,0.123,0.011,0,0,0,0,0,0,0,0,0,0,0,0,33.349,0.923,0.738,0.148,0.123,0.011,0,0,0,0,0,0,0,0,0,0,0,0,6.399,0.098,0,0,0,0,0.246,0.011,10.214,0.984,13.044,0.738,0,0,33.595,1.846,0,0,0.369,0.012,0,0,13.413,16.859,0,0,0,0,0,0,286.85,11.976,0,0,0,0,0,0,701.803,3587.156,0.369,5.538,116.783,15.998,0,0,0,0,0,0
280092,LMG20-01,359,92,615,37,2020-02-03,16:32:00,13:32:00,-64.8523,-64.1425,17:08:00,-64.8637,-64.1827,36,244,1.4,429,12.2,221,2,Standard,0-120,121.8,8803.7,Full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.341,0.08,2.726,0.136,0,0,0,0,0,0,0,0,0,0,0,0,0.454,0.045,0,0,2.385,0.04,0,0,0,0,0,0,4.316,0.318,4.884,0.341,0,0,25.217,2.101,0,0,0.114,0.01,0,0,0.114,0.136,0,0,0,0,0,0,107.682,3.728,0,0,0,0,0,0,155.39,621.421,0.454,11.359,14.426,2.726,0,0,0.114,0.01,0,0
280095,LMG20-01,372,95,600,40,2020-02-04,18:11:00,15:11:00,-64.9232,-64.4014,18:38:00,-64.9387,-64.4009,27,183,2.3,1069,3.2,170,2,Standard,0-120,121,6232.4,Full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.765,0.08,0.16,0.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.481,0.014,0,0,0,0,0,0,3.209,0.176,1.605,0.225,0,0,27.277,2.567,0,0,0.16,0.014,0,0,68.833,62.016,0,0,0,0,0,0,226.075,7.612,0,0,0,0,0,0,85.199,473.578,0.481,11.873,9.306,1.284,0,0,0.16,0.014,0,0
290001,NBP21-13,8,1,831,-2,2021-11-22,13:08:00,10:08:00,-63.5773,-60.6813,13:37:00,-63.5738,-60.72,29,272,1.9,586,3,215,2,Standard,0-120,130,5741.1,Full,0.348,0.016,1.219,0.226,0.174,0.035,0,0,0,0,0,0,0,0,0,0,0.871,0.016,0.174,0.016,0,0,0,0,0,0,0,0,0,0,2.613,1.01,3.484,0.07,0.348,0.016,0,0,0,0,0.174,0.016,0.174,0.016,0,0,0.174,0.017,0,0,0,0,0.523,0.035,0.174,0.016,131.856,61.486,0,0,0,0,0,0,70.892,3.135,0,0,1.393,0.017,0,0,0,0,0,0,0,0,3.135,0.697,0.697,0.136,0.348,0.017
290003,NBP21-13,18,3,806,48,2021-11-22,20:35:00,17:35:00,-63.465,-61.7562,21:00:00,-63.47,-61.7792,25,232,1.5,772,13,225,2,Standard,0-120,120.2,6113.7,Full,0.981,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0.164,0.015,0.981,0.015,0,0,0,0,0,0,0,0,0.164,-1,0.164,-1,0.491,0.164,0.164,0.015,2.126,0.164,0,0,0,0,0,0,1.963,0.049,0.164,0.033,0,0,0,0,0,0,2.944,0.033,0,0,338.585,133.34,0,0,0,0,0,0,537.973,10.436,0,0,0,0,0,0,2.29,7.851,0,0,0,0,0,0,0.491,0.342,0.164,0.015
290006,NBP21-13,26,6,747,68,2021-11-23,07:43:00,04:43:00,-63.7617,-62.8432,08:06:00,-63.7691,-62.8615,23,221,1.7,377,17,232,2,Standard,0-120,120.3,5130.3,Full,3.509,0.078,1.559,0.039,0,0,0,0,0,0,0,0,0,0,0.585,0.078,0.975,0.018,1.17,0.019,0,0,0.195,0.039,0,0,0.585,0.018,0.585,0.524,4.093,0.507,9.941,0.195,67.052,0.448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.949,0.039,0.195,0.018,37.035,1.93,0,0,0,0,0,0,210.318,3.216,0,0,0.195,0.018,0,0,0,0,0,0,0,0,0,0,0.195,0.019,0,0
290008,NBP21-13,37,8,692,80,2021-11-23,15:19:00,12:19:00,-64.0769,-63.7518,15:48:00,-64.0854,-63.7783,29,237,1.5,520,19,247,2,Standard,0-120,,5781.1,Full,0.692,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0.346,0.017,2.422,0.035,0.173,0.017,0.346,0.017,0,0,0,0,0,0,0,0,2.076,0.571,14.184,0.156,89.948,0.519,0,0,0,0,0.519,0.017,0.173,0.017,0.346,0.017,0.173,0.016,0,0,0.173,0.016,2.076,0.035,0,0,1450.412,35.484,0,0,0,0,0,0,603.171,26.614,0,0,0,0,0,0,0,0,0,0,0,0,0.173,0.052,1.038,0.083,0,0
290010,NBP21-13,50,10,600,40,2021-11-25,06:24:00,03:24:00,-64.9357,-64.4164,06:52:00,-64.9315,-64.3817,28,79,1.6,1367,6.1,60,2,Standard,0-120,123.6,5991.9,Full,0.501,0.015,0.167,0.015,0,0,0,0,0,0,0,0,0,0,0,0,11.015,0.017,0,0,0.167,0.015,0,0,0,0,0.334,0.015,0,0,2.67,1.335,384.688,3.338,244.498,1.669,0,0,0,0,0,0,0.668,0.017,0,0,0,0,0.167,0.015,0,0,1.836,0.017,0,0,18.358,0.2,0.167,0.015,0,0,0,0,19.026,0.534,0,0,0,0,0,0,104.475,55.241,0.167,1.168,0,0,0,0,3.505,0.033,0.167,0.015
290013,NBP21-13,63,13,600,100,2021-11-25,21:56:00,18:56:00,-64.5792,-65.3568,22:20:00,-64.5688,-65.337,24,34,2.1,630,28,85,2,Standard,0-120,121,5907.9,Full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.031,0.051,0.169,0.051,0,0,0,0,0.169,0.015,0,0,0.169,0.015,1.185,0.254,38.254,1.016,206.672,1.777,0,0,0,0,0.339,0.03,0,0,0.169,0.068,0,0,0.339,0.051,0,0,1.354,0.034,0.339,0.015,43.332,21.497,0.677,0.423,0,0,0,0,30.468,1.1,0,0,0,0,0,0,0,0,0.339,0.034,0,0,0,0,0.508,0.354,0,0
290015,NBP21-13,72,15,600,200,2021-11-26,08:48:00,05:48:00,-63.9841,-66.8321,09:20:00,-63.9699,-66.8522,32,318,1.6,3038,15.1,349,2,Standard,0-120,120.3,8035.6,Full,13.938,0.548,13.316,2.34,0.498,0.1,0,0,0,0,0,0,0.124,0.05,1.742,0.398,7.716,0.05,2.613,0.373,0,0,0,0,0.498,0.075,1.618,0.622,0.996,0.022,10.08,2.613,669.393,7.259,5726.365,77.426,0,0,0,0,0,0,0.124,0.011,0.249,0.124,0.373,0.062,0.124,0.025,0,0,2.489,0.012,0,0,3.733,0.373,0.871,0.1,0,0,0,0,28.622,0.996,0,0,0,0,0,0,9.956,5.102,0.249,1.244,0,0,0,0,0.373,0.037,0.498,0.047
290017,NBP21-13,81,17,500,200,2021-11-26,21:48:00,18:48:00,-64.6188,-68.2766,22:06:00,-64.6111,-68.2843,18,338,2.5,2720,19.8,352,2,Standard,0-120,122,3392.8,Full,8.842,0.059,2.947,1.533,0.295,0.088,0,0,0,0,0,0,0.295,0.059,0.295,0.027,53.054,0.766,2.358,0.236,0.295,0.027,0,0,0.884,0.059,0.295,0.147,1.179,0.734,4.716,0.884,41.854,1.179,788.735,9.874,0,0,0,0,0,0,0,0,0.295,0.029,0,0,0,0,0,0,0.589,0.027,0,0,115.245,5.895,0,0,0,0,0,0,40.38,1.474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290019,NBP21-13,89,19,500,100,2021-11-27,05:23:00,02:23:00,-65.2445,-66.7804,05:46:00,-65.2332,-66.7709,23,9,1.6,398,33,10,2,Standard,0-120,120.1,5464.7,Full,0.183,0.016,0.549,0.027,0,0,0,0,0,0,0,0,0,0,0.915,0.037,8.967,0.146,0.366,0.018,0.183,0.016,0,0,0,0,0.915,0.016,0,0,2.562,0.604,6.405,0.165,128.46,1.464,4.941,0.016,0,0,0,0,0,0,0,0,0.366,0.018,0,0,0,0,6.039,0.165,0,0,32.573,1.702,0,0,0,0,2.196,0.384,171.463,4.209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.732,0.183,0,0
290021,NBP21-13,95,21,500,60,2021-11-27,12:19:00,09:19:00,-65.4867,-66.142,12:44:00,-65.4741,-66.1508,25,342,1.8,329,20.3,345,2,Standard,0-120,120.8,6980.6,Full,0,0,0.143,0.029,0,0,0,0,0,0,0,0,0,0,0,0,2.865,0.013,0,0,0,0,0,0,0,0,0,0,0.143,0.013,0.43,0.086,5.444,0.043,49.136,0.287,0,0,0,0,0.287,0.029,0,0,0,0,0,0,0.143,0.013,0,0,0.86,0.013,0,0,2.292,0.014,2.865,0.43,0,0,0,0,172.047,6.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.003,0.013,0,0
290023,NBP21-13,102,23,400,40,2021-11-27,20:40:00,17:40:00,-66.2528,-67.3406,21:02:00,-66.2432,-67.3603,22,324,2.4,212,13.8,327,2,Standard,0-120,,4014,Full,0,0,0,0,0,0,0,0,0,0,0,0,0.249,1.37,0,0,0.997,0.05,0.249,0.025,0.249,0.025,0,0,0,0,0,0,0.498,0.022,0.498,0.05,9.965,0.025,61.784,0.476,0,0,0,0,0.249,0.022,0,0,0.498,0.05,0,0,0,0,0,0,3.737,0.022,0,0,359.994,5.952,22.422,2.242,0,0,0,0,8.969,0.249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.488,0.025,0,0
290025,NBP21-13,109,25,400,100,2021-11-28,03:03:00,00:03:00,-65.8743,-68.2602,03:32:00,-65.883,-68.2918,29,238,1.7,363,10.6,270,2,Standard,0-120,120.9,6561.5,Full,1.372,0.014,1.676,0.046,0.152,0.014,0,0,0,0,0,0,0,0,1.676,0.152,62.486,1.164,0.152,0.015,0.305,0.015,0,0,0,0,1.067,0.152,0,0,3.963,1.981,101.807,2.146,778.181,9.504,4.725,0.014,0,0,0,0,0.152,0.014,0,0,0.457,0.015,0,0,0,0,5.639,0.122,0,0,1.067,0.471,0,0,0,0,0,0,71.173,3.004,0,0,0.305,0.014,0,0,1.067,0.152,0,0,0,0,0,0,0.61,0.044,0,0
290027,NBP21-13,118,27,400,200,2021-11-28,12:35:00,09:35:00,-65.2415,-69.8168,13:01:00,-65.2355,-69.783,26,63,2.5,2791,30.4,70,2,Standard,0-120,120,5687.1,Full,14.067,0.088,28.134,7.033,0,0,0,0,0,0,0,0,0,0,1.407,0.176,5.451,0.07,0.176,0.035,1.055,0.07,0,0,0.176,0.035,2.286,0.563,2.638,0.422,3.165,1.055,60.664,1.583,2490.907,31.651,0,0,0,0,0,0,0,0,0.176,0.018,0,0,0,0,0,0,3.341,0.07,0,0,21.628,1.231,0,0,0,0,0,0,195.882,5.451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.703,0.07,0.352,0.176
290029,NBP21-13,124,29,300,200,2021-11-28,23:12:00,20:12:00,-65.8498,-71.3955,23:35:00,-65.8441,-71.366,23,63,2.7,3094,24.4,60,2,Standard,0-120,125,5360.4,Full,13.805,0.578,23.506,3.731,0,0,0,0,0,0,0,0,0.933,3.059,0.933,0.112,21.454,0.149,0.373,0.075,0,0,0,0,0.187,0.017,1.306,0.28,0.56,0.187,14.178,4.104,109.88,2.425,2791.761,38.243,0,0,0,0,0,0,0.373,0.017,0,0,1.679,0.017,0,0,0,0,3.358,0.149,0.187,0.017,6.902,0.187,0,0,0,0,0,0,57.831,2.425,0,0,0,0,0,0,0.933,0.187,0,0,0,0,0,0,0.933,0.05,0,0
290031,NBP21-13,136,31,300,40,2021-11-29,11:06:00,08:06:00,-66.9018,-68.9629,11:37:00,-66.8895,-68.9324,31,37,2.3,670,6.9,106,2,Standard,0-120,121,7777.7,Full,2.057,0.09,0.129,0.012,0,0,0,0,0,0,0,0,0,0,0.257,0.026,29.315,0.579,0.257,0.012,0.257,0.012,0,0,0,0,1.8,0.012,0,0,2.314,0.386,10.929,0.257,450.521,5.4,0,0,0,0,0,0,0,0,0.129,0.013,0.129,0.012,0.129,0.012,0,0,1.543,0.012,0,0,0.514,0.116,0.514,0.116,0,0,0,0,9.129,0.643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.037,0,0
